StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);ResponseTime1(P);ResponseTime1(C);ResponseTime1StDev(P);ResponseTime1StDev(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);ResponseTimeRepartition1;ResponseTimeRepartition1_<10;ResponseTimeRepartition1_<20;ResponseTimeRepartition1_<30;ResponseTimeRepartition1_<40;ResponseTimeRepartition1_<50;ResponseTimeRepartition1_<100;ResponseTimeRepartition1_<150;ResponseTimeRepartition1_<200;ResponseTimeRepartition1_>=200;CallLengthRepartition;CallLengthRepartition_<10;CallLengthRepartition_<50;CallLengthRepartition_<100;CallLengthRepartition_<500;CallLengthRepartition_<1000;CallLengthRepartition_<5000;CallLengthRepartition_<10000;CallLengthRepartition_>=10000;
2015-04-22	08:59:07.515984	1429693147.515984;2015-04-22	08:59:07.515984	1429693147.515984;2015-04-22	08:59:07.518330	1429693147.518330;00:00:00;00:00:00;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;
2015-04-22	08:59:07.515984	1429693147.515984;2015-04-22	08:59:07.518801	1429693147.518801;2015-04-22	08:59:08.519899	1429693148.519899;00:00:01;00:00:01;10000;9976.02;9956.13;0;0;9986;9986;9986;6522;3464;3464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;2688;2688;0;0;5;5;0;0;0;0;0;0;00:00:00:172000;00:00:00:172000;00:00:00:235000;00:00:00:235000;00:00:00:132000;00:00:00:132000;00:00:00:213000;00:00:00:213000;;3206;45;11;1;0;0;0;0;1610;;656;1985;0;0;823;0;0;0;
2015-04-22	08:59:07.515984	1429693147.515984;2015-04-22	08:59:08.519970	1429693148.519970;2015-04-22	08:59:09.521861	1429693149.521861;00:00:01;00:00:02;10000;7161.84;8556.11;0;0;7169;17155;17155;9984;3707;7171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7;12389;15077;0;0;2;7;0;0;0;0;0;0;00:00:00:487000;00:00:00:335000;00:00:00:358000;00:00:00:344000;00:00:00:780000;00:00:00:467000;00:00:00:321000;00:00:00:424000;;4232;130;11;1;0;0;0;0;5765;;677;2146;0;0;2327;2021;0;0;
2015-04-22	08:59:07.515984	1429693147.515984;2015-04-22	08:59:09.521953	1429693149.521953;2015-04-22	08:59:10.523839	1429693150.523839;00:00:01;00:00:03;10000;4445.55;7184.9;0;0;4450;21605;21605;9997;4437;11608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;29;12745;27822;0;0;22;29;0;0;0;0;0;0;00:00:01:073000;00:00:00:603000;00:00:00:596000;00:00:00:574000;00:00:01:316000;00:00:00:792000;00:00:00:595000;00:00:00:645000;;5075;130;11;1;0;0;0;0;10698;;739;2282;0;0;2951;5636;0;0;
2015-04-22	08:59:07.515984	1429693147.515984;2015-04-22	08:59:10.523912	1429693150.523912;2015-04-22	08:59:11.525878	1429693151.525878;00:00:01;00:00:04;10000;5801.2;6837.62;0;0;5807;27412;27412;9981;5823;17431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;369;398;13093;40915;0;0;369;398;0;0;0;0;0;0;00:00:00:748000;00:00:00:638000;00:00:00:657000;00:00:00:599000;00:00:01:574000;00:00:01:053000;00:00:00:825000;00:00:00:800000;;6576;130;11;1;0;0;0;0;14298;;832;2537;0;0;3968;10094;0;0;
2015-04-22	08:59:07.515984	1429693147.515984;2015-04-22	08:59:11.525942	1429693151.525942;2015-04-22	08:59:12.543981	1429693152.543981;00:00:01;00:00:05;10000;4899.8;6445.2;0;0;4988;32400;32400;10000;4969;22400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158;556;12164;53079;0;0;158;556;0;0;0;0;0;0;00:00:00:801000;00:00:00:669000;00:00:00:862000;00:00:00:659000;00:00:01:336000;00:00:01:116000;00:00:00:955000;00:00:00:845000;;7899;144;11;1;0;0;0;0;17829;;1132;2732;0;0;5231;13305;0;0;
2015-04-22	08:59:07.515984	1429693147.515984;2015-04-22	08:59:12.544048	1429693152.544048;2015-04-22	08:59:13.545426	1429693153.545426;00:00:01;00:00:06;10000;5143.86;6228.06;0;0;5149;37549;37549;10000;5149;27549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498;1054;10236;63315;0;0;498;1054;0;0;0;0;0;0;00:00:00:684000;00:00:00:672000;00:00:00:737000;00:00:00:673000;00:00:01:265000;00:00:01:144000;00:00:00:960000;00:00:00:870000;;9719;157;11;1;1;0;0;0;21244;;1619;2853;1;0;6508;16540;28;0;
2015-04-22	08:59:07.515984	1429693147.515984;2015-04-22	08:59:13.545479	1429693153.545479;2015-04-22	08:59:14.546498	1429693154.546498;00:00:01;00:00:07;10000;4804.2;6025.32;0;0;4809;42358;42358;10000;4809;32358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;345;1399;10286;73601;0;0;345;1399;0;0;0;0;0;0;00:00:00:916000;00:00:00:704000;00:00:01:136000;00:00:00:756000;00:00:01:437000;00:00:01:187000;00:00:01:298000;00:00:00:951000;;11173;160;11;1;1;0;0;0;24589;;1851;3234;1;0;8008;19101;163;0;
2015-04-22	08:59:07.515984	1429693147.515984;2015-04-22	08:59:14.546552	1429693154.546552;2015-04-22	08:59:15.547485	1429693155.547485;00:00:01;00:00:08;10000;4816;5873.99;0;0;4816;47174;47174;10000;4816;37174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;260;1659;9841;83442;0;0;260;1659;0;0;0;0;0;0;00:00:00:720000;00:00:00:706000;00:00:01:007000;00:00:00:791000;00:00:01:279000;00:00:01:199000;00:00:01:223000;00:00:00:991000;;13142;160;11;1;1;0;0;0;27570;;2480;3382;1;0;9457;21631;223;0;
2015-04-22	08:59:07.515984	1429693147.515984;2015-04-22	08:59:15.547542	1429693155.547542;2015-04-22	08:59:16.548458	1429693156.548458;00:00:01;00:00:09;10000;4673;5740.37;0;0;4673;51847;51847;10000;4673;41847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;278;1937;9367;92809;0;0;278;1937;0;0;0;0;0;0;00:00:01:060000;00:00:00:744000;00:00:01:519000;00:00:00:903000;00:00:01:556000;00:00:01:239000;00:00:01:565000;00:00:01:077000;;15113;205;21;1;1;0;0;0;30403;;2992;3734;1;0;10596;24069;455;0;
