Date_ms;response_time_ms;rtd_no
19.299;2.816;1
20.122;3.479;1
20.172;3.45;1
20.212;3.398;1
20.277;3.388;1
20.316;3.351;1
20.368;3.323;1
21.127;3.989;1
21.155;3.904;1
21.174;3.8;1
21.193;3.709;1
21.212;3.635;1
21.231;3.552;1
21.271;3.498;1
21.292;3.425;1
22.462;4.504;1
22.51;4.419;1
22.532;4.317;1
22.567;4.246;1
22.604;4.203;1
23.7;5.224;1
23.746;5.18;1
23.767;5.121;1
23.786;5.069;1
23.877;5.075;1
25.17;6.282;1
25.248;6.285;1
25.456;6.4;1
25.485;6.354;1
25.682;6.466;1
25.712;6.28;1
25.853;6.296;1
25.919;6.28;1
27.271;7.549;1
27.331;7.532;1
27.514;7.561;1
27.563;7.518;1
27.989;7.305;1
28.018;7.222;1
29.811;8.929;1
29.843;8.895;1
29.864;6.89;1
29.883;6.666;1
30.848;7.548;1
31.894;7.139;1
31.924;6.922;1
31.944;5.532;1
31.963;5.46;1
33.59;6.477;1
33.621;5.281;1
33.641;5.124;1
33.66;5.052;1
33.792;4.554;1
33.887;4.566;1
34.678;5.283;1
35.714;6.243;1
35.741;6.177;1
35.762;6.123;1
35.78;6.066;1
36.037;4.947;1
36.067;4.901;1
37.211;5.967;1
37.305;5.988;1
37.429;6.036;1
37.558;6.088;1
37.602;6.06;1
37.749;6.132;1
37.836;6.14;1
37.93;6.147;1
39.432;6.488;1
39.677;4.731;1
39.86;4.839;1
39.902;4.803;1
40.01;4.84;1
41.343;6.098;1
41.38;6.045;1
41.415;6.005;1
41.609;6.122;1
41.656;6.093;1
41.775;6.14;1
43.395;7.08;1
43.423;6.729;1
43.729;5.217;1
43.84;5.229;1
43.954;4.952;1
45.241;6.158;1
45.269;4.93;1
45.289;4.843;1
45.308;4.749;1
45.326;4.658;1
45.344;4.525;1
45.363;4.448;1
45.381;4.116;1
45.478;3.043;1
45.52;2.974;1
45.653;2.511;1
45.693;2.457;1
45.845;1.517;1
45.885;1.473;1
47.274;2.768;1
47.303;2.723;1
47.323;2.65;1
47.341;2.543;1
47.36;2.467;1
47.378;2.383;1
47.396;2.307;1
47.415;2.253;1
47.623;1.136;1
47.649;1.086;1
47.699;1.072;1
47.768;1.066;1
47.827;1.041;1
47.903;1.014;1
47.929;0.959;1
49.277;2.235;1
49.304;2.186;1
49.324;2.134;1
49.343;0.819;1
49.362;0.765;1
49.38;0.706;1
49.398;0.646;1
49.469;0.635;1
49.51;0.605;1
49.595;0.618;1
49.635;0.584;1
49.722;0.598;1
49.763;0.564;1
52.654;1.151;1
52.682;1.107;1
52.702;1.05;1
52.72;0.995;1
52.739;0.939;1
52.757;0.856;1
52.789;0.81;1
52.899;0.842;1
52.934;0.804;1
54.114;1.909;1
54.142;1.865;1
54.161;1.809;1
54.179;1.753;1
54.198;1.7;1
54.216;1.644;1
54.234;0.869;1
54.253;0.816;1
54.271;0.758;1
54.514;0.918;1
54.54;0.868;1
54.576;0.827;1
54.674;0.852;1
54.706;0.809;1
54.801;0.833;1
54.833;0.794;1
57.985;1.167;1
58.016;1.119;1
58.037;1.059;1
58.056;0.996;1
58.076;0.94;1
58.096;0.877;1
59.126;1.83;1
59.156;1.781;1
59.177;1.721;1
59.198;1.669;1
59.218;1.61;1
59.239;1.558;1
59.26;1.5;1
59.341;1.502;1
59.369;1.463;1
59.584;1.273;1
59.616;1.224;1
59.715;1.247;1
59.749;1.201;1
59.773;1.148;1
59.873;1.169;1
59.91;1.118;1
61.397;2.528;1
61.426;2.47;1
61.448;2.407;1
61.468;0.87;1
61.49;0.818;1
61.602;0.85;1
61.633;0.794;1
61.654;0.735;1
61.745;0.75;1
61.778;0.704;1
61.878;0.724;1
61.911;0.683;1
63.214;1.9;1
63.243;0.829;1
63.266;0.77;1
63.287;0.714;1
63.307;0.654;1
63.327;0.594;1
63.425;0.616;1
63.455;0.57;1
63.475;0.515;1
63.57;0.523;1
63.638;0.51;1
66.231;0.787;1
66.263;0.734;1
67.124;1.518;1
67.153;1.469;1
67.174;1.413;1
67.194;1.347;1
67.215;1.287;1
67.235;1.227;1
67.256;1.169;1
67.276;1.12;1
67.392;1.065;1
67.425;1.014;1
67.525;1.036;1
67.553;0.986;1
67.632;0.986;1
67.662;0.941;1
67.74;0.942;1
67.799;0.922;1
67.923;0.967;1
67.959;0.922;1
69.966;0.961;1
69.997;0.909;1
70.019;0.845;1
70.106;0.837;1
70.177;0.822;1
70.25;0.792;1
