43.9	143	4167
76.9	133	7353
102.8	111	9634
96.8	170	10664
106.8	140	14265
107.8	158	12120
117.7	206	19848
143.7	199	20167
137.6	66	18300
162.6	146	24258
169.6	113	25265
157.6	88	23795
154.7	356	24903
164.5	303	24029
164.3	127	21929
173.5	126	23613
161.5	141	28136
162.2	134	27297
163.5	203	23099
155.2	281	28091
166.5	413	26060
172.4	315	27114
165.1	274	26113
155.6	128	25931
171.5	160	25886
170.5	125	24671
159.5	67	25687
167.5	262	27203
170.4	90	26839
174	66	27414
174.5	0	27747
185.5	0	28294
190.4	0	13183
180.5	89	27939
166.5	133	27849
167.5	51	27797
172.5	189	27312
171.9	197	26103
155.5	108	14880
172.5	55	21679
168.4	35	27052
177.5	87	15638
179.5	117	18694
171.5	230	28506
193.4	73	27534
180.5	247	29020
164.6	182	25777
165	60	28806
177.5	189	28135
178.5	170	24738
163.1	135	26868
169.6	248	28153
168.4	78	29273
172.6	76	27520
165.6	85	28298
166.6	180	26376
165.4	44	28138
169.6	83	28543
181.4	148	26965
173.4	108	29392
173.4	87	27650
166.7	126	29253
174.5	15	816093
