12	27	838
22	27	1471
29.9	29	2080
35.9	27	2188
39.9	28	2825
48.3	28	3512
56.9	27	4103
56.9	27	4203
63.9	27	4843
72.9	28	5493
74.8	28	6121
85.8	28	6255
78.8	27	6819
96.8	27	7603
93.7	27	8129
98.8	28	8287
94.8	30	8854
104.7	30	9430
104.8	28	10118
107.8	28	10419
104.8	28	10806
110.7	28	11560
107.8	29	12121
109.7	28	12489
117.8	28	12860
121.7	28	13516
121.7	28	14210
126.7	28	14507
120.7	28	14909
135.7	28	15454
134.3	28	16110
140.7	30	16464
126.7	26	16873
122.7	30	17482
116.7	38	16216
155.6	24	18541
151.6	26	19062
134.6	20	17177
147.7	28	20124
141.6	30	20437
134.7	28	20681
154.6	26	21204
157.6	26	22409
145.6	29	22818
138.7	28	21977
128.6	29	22951
126.7	32	22554
139.6	32	22635
137.6	29	22587
135.6	40	22083
137.6	34	22694
142.6	23	19074
139.4	28	23113
146.6	40	23247
143.6	31	24508
160.6	27	24885
150.5	28	24994
148.6	32	24966
154.6	40	24822
152.6	32	24541
160.5	29	25214
160.6	39	25005
162.3	24	24982
165.6	31	23469
168.5	35	23925
168.5	35	24232
170.5	41	23829
173.4	29	23157
172.4	34	23431
175.4	42	23256
176.5	26	23496
177.5	30	23882
182.4	31	24363
177.5	42	25312
176.4	34	22977
169.6	46	24810
179.5	86	24099
176.5	16	25341
181.4	65	24395
176.5	27	24712
189.4	26	24329
184.4	21	24363
189.3	0	0
