98.8	152	120
15	133	120
1	129	139
1	147	160
1	160	160
2	161	160
1	160	149
1	120	182
2	152	129
2	133	120
2	122	140
2	130	162
1	162	143
2	121	121
2	121	166
2	148	62
1	306	111
2	170	153
1	780	53
2	162	197
2	0	233
1	283	171
1	0	230
1	112	59
3	171	122
2	44	163
2	112	87
1	236	198
1	285	699
1	44	870
2	9	0
2	0	0
1	22	0
2	128	0
1	0	0
2	133	11
2	44	11
2	55	0
1	182	0
0	0	345
1	0	0
2	285	242
2	22	33
2	0	488
0	0	0
1	52	0
1	983	99
2	0	0
2	0	0
0	0	110
1	0	0
0	0	0
0	0	0
2	0	0
2	0	0
1	0	0
0	0	0
1	39	0
1	0	0
1	0	0
1	0	11
1	1135	1324
2	0	0
1	0	11
2	0	0
4	0	0
1	888	3364
2	521	0
3	0	0
2	0	0
2	1304	0
2	0	26
0	0	200
1	253	0
1	0	24
2	144	63
1	0	121
2	0	0
1	547	0
1	0	0
1	0	0
1	0	0
4	859	0
1	0	0
1	495	0
0	0	0
2	0	0
1	535	0
0	0	0
1	3004	0
1	0	580
3	211	0
1	11	121
0	0	0
3	1162	240
1	0	0
1	0	1286
2	566	102
0	0	0
1	0	55
0	176	0
3	0	456
2	2315	492
1	11	837
0	0	0
1	0	1826
1	1588	182
1	0	0
1	0	0
1	1	0
0	441	0
1	0	0
2	0	0
1	33	663
0	0	0
1	11	0
3	528	132
0	0	0
2	0	0
0	0	591
0	1169	0
1	0	0
1	0	0
0	0	0
2	482	0
0	0	11
0	0	0
0	0	0
0	0	0
0	0	0
2	13	605
2	0	0
0	190	0
0	0	0
1	0	0
0	0	0
0	0	0
4	626	2155
1	0	0
1	66	0
0	341	0
1	0	0
0	0	0
1	11	0
0	442	0
1	0	2271
1	0	0
3	572	0
1	0	0
0	0	0
1	0	794
0	0	0
2	0	0
0	569	0
0	0	0
2	8	0
1	0	165
1	0	331
1	0	0
1	0	0
1	0	0
0	1267	11
0	0	0
0	0	0
0	0	0
1	0	0
0	0	11
1	0	22
3	0	35
2	0	0
1	247	0
0	1296	0
0	0	0
1	0	26
0	0	0
3	1048	0
1	286	0
0	0	144
0	0	0
