98.8	185	180
3	180	183
1	180	180
1	180	184
2	181	184
2	183	170
1	153	182
1	240	184
2	166	166
2	190	146
1	103	239
2	235	312
2	286	198
2	184	212
1	51	192
1	145	226
2	146	209
1	77	324
1	142	24
1	566	282
3	0	72
1	157	174
1	222	477
2	209	259
1	117	89
1	33	182
2	52	345
1	665	550
1	43	11
0	5	19
0	862	199
3	463	128
1	2	8
0	2	4
0	302	367
4	136	68
0	7	25
0	2	0
1	130	274
4	261	111
0	50	12
0	185	71
2	108	79
2	60	251
3	129	45
0	36	26
0	102	13
1	113	194
2	68	55
1	9	1
0	32	0
0	0	452
0	126	279
4	445	82
1	418	107
0	5	0
1	73	549
3	67	28
0	8	9
0	0	0
0	351	678
2	75	655
1	106	223
0	68	0
0	82	260
5	429	41
1	0	28
1	0	26
1	119	22
0	29	0
