98.8	909	904
11	872	952
10	901	846
12	937	923
10	916	921
10	979	827
10	1057	1157
9	1414	992
11	726	771
11	1118	1071
12	1176	1348
12	1453	1798
12	1453	1272
9	1209	1591
9	1122	879
10	1003	1250
11	1269	1217
11	1199	812
9	1411	1024
10	1223	1630
11	1689	1379
11	1125	1563
12	1487	1446
9	1361	1864
8	1339	1239
8	1259	1256
9	1453	1096
10	1006	1306
8	954	741
6	1085	1127
10	756	1085
5	885	853
4	656	561
8	1329	1117
10	1182	1345
8	872	1143
8	1163	935
6	893	1222
9	1531	1214
7	800	820
5	811	1003
6	644	838
7	1251	1226
6	1112	1131
6	985	717
6	746	1298
9	877	1722
10	974	1227
8	946	1076
9	1040	986
9	1224	1063
8	845	932
8	696	847
4	954	665
6	852	1032
4	646	1180
8	929	899
4	746	920
5	817	1229
3	865	637
6	668	539
3	565	368
4	257	390
3	0	2
