99.8	140	141
2	143	140
1	141	138
1	139	142
1	139	140
2	142	139
1	141	143
3	141	142
1	144	140
2	142	141
1	140	141
2	157	144
1	140	142
2	147	140
1	141	135
1	134	139
2	129	186
3	144	137
2	145	141
2	140	139
2	149	134
2	158	135
2	105	165
1	146	183
2	160	106
1	143	129
1	188	186
1	142	139
2	133	164
1	114	61
2	141	233
2	169	195
1	197	141
1	54	81
2	128	291
1	51	82
1	191	230
1	168	140
1	276	63
0	126	128
3	271	57
1	26	54
0	55	48
3	93	124
2	118	206
2	160	114
0	207	157
1	60	138
4	211	35
1	59	97
0	71	63
0	90	139
1	143	65
1	29	47
1	99	132
1	76	163
0	62	112
0	39	69
0	68	67
2	254	164
2	81	58
1	112	36
1	99	171
2	188	122
0	123	64
1	7	8
0	132	254
2	100	149
1	54	120
0	70	49
1	25	99
1	158	106
1	62	16
0	53	29
1	117	34
1	170	96
0	29	30
0	16	8
0	44	186
1	175	155
0	29	22
1	11	22
1	71	93
1	54	67
1	24	29
0	37	49
1	230	126
1	62	56
1	64	19
1	177	44
1	151	106
1	84	52
1	62	157
0	54	149
2	481	498
0	82	4
0	172	79
1	111	95
1	82	72
1	25	33
0	111	7
2	114	125
0	67	46
0	22	80
1	69	59
1	160	82
1	195	153
0	37	12
0	0	0
