97.8	180	198
4	181	177
2	180	180
2	181	184
1	181	184
3	183	186
2	182	178
2	149	102
1	186	184
3	162	167
2	185	179
1	1	112
4	247	230
1	27	89
0	63	35
1	262	425
2	218	66
4	189	237
1	209	237
3	319	164
2	253	154
2	149	215
2	228	151
3	183	192
1	215	179
2	180	191
2	63	131
2	133	254
2	228	275
1	129	111
1	99	48
1	144	166
2	91	193
2	107	117
1	181	222
2	112	147
2	151	154
1	246	218
1	144	156
1	206	304
2	193	148
2	75	289
1	201	286
2	239	369
2	190	124
0	183	190
1	128	212
1	218	303
1	194	180
0	213	184
1	269	346
3	516	276
5	1749	59
1	203	110
0	272	202
2	252	155
2	139	156
0	73	64
0	117	241
1	111	124
0	41	43
0	154	23
1	66	39
2	108	159
1	89	60
0	19	5
1	142	168
0	113	70
1	44	77
2	52	187
0	119	96
2	117	47
1	88	56
1	143	197
3	183	385
1	376	191
1	13	41
0	92	256
0	174	154
1	215	166
0	43	57
0	59	156
3	204	97
1	3	29
0	35	125
1	30	13
