StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);ResponseTime1(P);ResponseTime1(C);ResponseTime1StDev(P);ResponseTime1StDev(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);ResponseTimeRepartition1;ResponseTimeRepartition1_<10;ResponseTimeRepartition1_<20;ResponseTimeRepartition1_<30;ResponseTimeRepartition1_<40;ResponseTimeRepartition1_<50;ResponseTimeRepartition1_<100;ResponseTimeRepartition1_<150;ResponseTimeRepartition1_<200;ResponseTimeRepartition1_>=200;CallLengthRepartition;CallLengthRepartition_<10;CallLengthRepartition_<50;CallLengthRepartition_<100;CallLengthRepartition_<500;CallLengthRepartition_<1000;CallLengthRepartition_<5000;CallLengthRepartition_<10000;CallLengthRepartition_>=10000;
2015-04-22	08:41:15.750094	1429692075.750094;2015-04-22	08:41:15.750094	1429692075.750094;2015-04-22	08:41:15.755725	1429692075.755725;00:00:00;00:00:00;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;
2015-04-22	08:41:15.750094	1429692075.750094;2015-04-22	08:41:15.756239	1429692075.756239;2015-04-22	08:41:16.757576	1429692076.757576;00:00:01;00:00:01;3000;2979.02;2961.27;0;0;2982;2982;2982;1294;1688;1688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;547;547;0;0;2;2;0;0;0;0;0;0;00:00:00:080000;00:00:00:080000;00:00:00:179000;00:00:00:179000;00:00:00:100000;00:00:00:100000;00:00:00:191000;00:00:00:191000;;1752;46;0;0;0;0;0;0;319;;222;1165;0;0;301;0;0;0;
2015-04-22	08:41:15.750094	1429692075.750094;2015-04-22	08:41:16.757639	1429692076.757639;2015-04-22	08:41:17.760087	1429692077.760087;00:00:01;00:00:02;3000;2962.08;2961.67;0;0;2968;5950;5950;2380;1881;3569;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;41;2277;2824;0;0;40;42;0;0;0;0;0;0;00:00:00:278000;00:00:00:179000;00:00:00:356000;00:00:00:299000;00:00:00:445000;00:00:00:282000;00:00:00:368000;00:00:00:344000;;2910;46;0;0;0;0;0;0;1302;;226;1755;0;0;1299;290;0;0;
2015-04-22	08:41:15.750094	1429692075.750094;2015-04-22	08:41:17.760146	1429692077.760146;2015-04-22	08:41:18.760267	1429692078.760267;00:00:01;00:00:03;3000;2986;2968.77;0;0;2986;8936;8936;3309;2057;5626;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;327;368;3445;6269;0;0;327;369;0;0;0;0;0;0;00:00:00:455000;00:00:00:279000;00:00:00:519000;00:00:00:414000;00:00:00:682000;00:00:00:428000;00:00:00:567000;00:00:00:479000;;3894;96;0;0;0;0;0;0;2670;;226;2249;0;0;2145;1007;0;0;
2015-04-22	08:41:15.750094	1429692075.750094;2015-04-22	08:41:18.760367	1429692078.760367;2015-04-22	08:41:19.762272	1429692079.762272;00:00:01;00:00:04;3000;2992.01;2973.83;0;0;2995;11931;11931;4235;2069;7695;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;516;884;3920;10189;0;0;516;885;0;0;0;0;0;0;00:00:00:524000;00:00:00:342000;00:00:00:625000;00:00:00:489000;00:00:00:829000;00:00:00:536000;00:00:00:682000;00:00:00:570000;;4880;110;0;0;0;0;0;0;3985;;226;2668;0;0;2919;1883;0;0;
2015-04-22	08:41:15.750094	1429692075.750094;2015-04-22	08:41:19.762352	1429692079.762352;2015-04-22	08:41:20.787330	1429692080.787330;00:00:01;00:00:05;3000;2916.99;2961.68;0;0;2987;14918;14918;5539;1683;9378;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;998;1882;4871;15060;0;0;998;1883;0;0;0;0;0;0;00:00:00:703000;00:00:00:406000;00:00:00:862000;00:00:00:589000;00:00:01:077000;00:00:00:633000;00:00:00:901000;00:00:00:674000;;5266;320;132;1;0;0;0;0;5181;;226;2883;9;0;3514;2747;0;0;
2015-04-22	08:41:15.750094	1429692075.750094;2015-04-22	08:41:20.787450	1429692080.787450;2015-04-22	08:41:21.788359	1429692081.788359;00:00:01;00:00:06;3000;3000;2967.54;0;0;3000;17918;17918;6665;1874;11252;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1148;3030;5574;20634;0;0;1148;3031;0;0;0;0;0;0;00:00:00:838000;00:00:00:478000;00:00:00:970000;00:00:00:687000;00:00:01:241000;00:00:00:734000;00:00:01:039000;00:00:00:781000;;5516;613;318;1;8;0;0;0;6614;;226;3105;17;0;4092;3806;7;0;
2015-04-22	08:41:15.750094	1429692075.750094;2015-04-22	08:41:21.788413	1429692081.788413;2015-04-22	08:41:22.791385	1429692082.791385;00:00:01;00:00:07;3000;2983.03;2969.32;0;0;2989;20907;20907;7760;1894;13146;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1465;4495;5966;26600;0;0;1465;4496;0;0;0;0;0;0;00:00:00:865000;00:00:00:530000;00:00:01:083000;00:00:00:764000;00:00:01:422000;00:00:00:833000;00:00:01:237000;00:00:00:895000;;5609;1167;470;1;8;0;0;0;7854;;226;3337;19;0;4625;4908;32;0;
2015-04-22	08:41:15.750094	1429692075.750094;2015-04-22	08:41:22.791441	1429692082.791441;2015-04-22	08:41:23.792910	1429692083.792910;00:00:01;00:00:08;3000;3001;2973.27;0;0;3004;23911;23911;9006;1758;14904;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1464;5959;6662;33262;0;0;1464;5960;0;0;0;0;0;0;00:00:01:050000;00:00:00:595000;00:00:01:283000;00:00:00:864000;00:00:01:590000;00:00:00:923000;00:00:01:365000;00:00:00:993000;;5678;1419;896;1;8;0;0;0;9257;;226;3481;65;0;5102;5955;76;0;
2015-04-22	08:41:15.750094	1429692075.750094;2015-04-22	08:41:23.792996	1429692083.792996;2015-04-22	08:41:24.793282	1429692084.793282;00:00:01;00:00:09;3000;2993;2975.12;0;0;2993;26904;26904;9994;2005;16909;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1749;7708;6885;40147;0;0;1749;7709;0;0;0;0;0;0;00:00:01:352000;00:00:00:689000;00:00:01:644000;00:00:01:025000;00:00:01:812000;00:00:01:028000;00:00:01:707000;00:00:01:139000;;5774;1754;1175;2;10;0;0;0;10991;;226;3640;82;0;5630;7142;190;0;
