9	18	475
12	18	648
14	2	724
17	0	944
18	18	1149
23	18	1367
23	2	1432
26	18	1612
28	18	1991
36.9	0	2152
30.9	0	2244
45.9	18	2482
46.9	19	2641
50.9	0	2966
49.9	0	3026
56.9	18	3226
56.9	19	3397
60.9	21	3625
54.9	0	3680
69.9	18	4109
70.9	18	4116
80.8	18	4430
69.8	18	4339
70.9	0	4667
71.9	0	4951
84.6	19	5251
72.8	18	5161
84.8	0	5506
84.8	2	5397
80.9	18	5881
84.8	20	6038
87.8	19	6270
87.7	0	6379
83.8	0	6432
89.8	19	6785
90.8	18	7218
87.8	18	7044
90.8	0	7693
90.8	0	7561
90.7	18	7412
96.7	18	7907
95.8	18	7975
89.8	0	8374
95.8	18	8334
94.8	18	8462
103.8	0	8776
99.8	0	9011
101.8	19	8979
100.7	18	9589
108.8	0	9589
99.8	0	9374
93.8	19	9628
98.8	0	10036
99.8	0	10129
104.8	3	10788
103.6	0	10556
103.8	18	10704
109.5	18	11242
110.6	0	11144
101.8	0	11138
107.8	18	11524
115.6	18	11608
123.8	2	11960
117.8	18	12774
117.8	18	12122
109.7	18	12137
128.7	0	12500
120.7	0	12576
120.7	0	12772
115.8	18	11739
115.8	18	13749
117.6	0	13778
119.7	37	17111
119.5	18	12638
114.8	18	14128
122.8	0	14688
129.7	0	14531
123.7	18	14481
121.8	18	15088
128.7	0	14659
131.6	0	15048
127.7	18	15279
129.7	19	13434
134.6	18	14091
125.4	0	18263
131.7	0	15876
137.7	18	15807
127.7	0	16519
135.6	0	16171
136.7	18	16604
138.7	19	16467
128.8	0	18180
136.6	0	16519
135.7	0	17741
138.7	0	15958
139.6	0	19443
139.6	0	17203
123.7	0	17369
142.6	0	17856
141.7	0	17333
135.7	52	17545
139.7	0	19776
141.7	0	21326
140.2	0	16487
109.8	19	17480
106.7	19	26813
146.9	0	23334
134.7	0	19238
135.7	38	17967
145.7	0	20315
138.7	0	20380
139.7	0	16758
143.7	0	20431
135.4	0	22095
142.6	0	13173
140.2	0	19701
132.7	0	20018
144.7	0	22677
139.5	0	18026
136.7	0	18314
140.3	0	20482
141.7	0	20872
136.6	0	18235
137.7	0	17992
135.7	0	18817
131.7	37	17091
137.7	0	18278
112.8	0	14843
141.7	0	24662
133.7	37	23107
132.4	0	0
