25	85	2531
56.9	85	4420
79.8	85	6229
86.8	83	6640
94.7	86	8539
103.6	86	10331
121.8	81	11991
113.8	112	12237
118.8	88	13891
125.6	80	16195
126.7	85	16745
134.7	120	16799
133.5	100	18088
118.7	82	20453
135.7	15	21397
137.7	75	16239
122.7	70	19899
135.7	130	23029
130.7	60	23737
142.7	352	20109
142.6	51	19557
135.7	150	18375
132.7	140	25099
132.7	37	20686
139.6	52	23374
143.3	75	16856
135.6	118	17831
132.7	208	19023
145.6	34	26381
145.3	15	22381
135.7	212	16188
121.7	74	17034
141.6	8	26170
147.5	4	24980
131.6	28	15916
131.6	51	20636
141.6	0	26006
146.4	28	24228
140.6	117	16018
136.5	42	26261
147.3	11	25809
139.6	32	21563
144.2	58	19828
136.6	146	17071
141.7	15	22211
137.6	7	21582
137.6	2	20182
140.7	63	15071
134.7	0	23026
146.6	3	24956
145.3	35	24500
140.2	74	20899
140.2	200	17653
130.7	157	23244
143.5	15	24346
150.6	17	24695
137.7	98	22220
143.7	25	20749
139.2	0	21328
138.4	0	20823
133.6	96	19857
131.7	77	25335
142.6	7	22442
145.2	64	23643
133.7	228	16790
139.8	86	25608
140.3	0	25860
141.2	1	25876
145.1	0	0
