7	3540	146
11	6674	145
8	9874	147
9	10552	140
6	13271	129
8	15947	128
8	18745	133
6	18441	187
5	20540	88
2	20087	96
4	20136	22
5	20941	168
4	23350	68
4	23582	40
4	22327	60
5	23348	252
3	22139	50
4	24950	50
3	21467	174
4	18461	8
3	16902	493
3	23918	151
3	25074	6
5	21810	98
4	17443	207
3	25500	60
3	25343	33
3	24465	198
6	20028	78
5	21647	107
4	25606	4
4	23581	82
3	18539	231
6	23363	154
4	25502	113
4	24201	79
5	18208	164
6	22838	102
3	26122	99
4	26016	48
3	21917	289
5	17058	175
6	24069	4
4	24259	63
3	18709	11
5	17197	152
4	23616	2
3	24530	50
4	24042	95
4	19919	39
4	23767	72
3	21319	3
4	23029	0
4	22877	39
5	23683	50
4	24716	81
4	24442	123
5	16978	95
3	23826	28
4	21131	0
4	14830	168
3	23894	103
2	22269	95
3	22827	37
4	12387	170
5	18935	70
3	23047	92
2	23898	10
2	22917	47
2	19371	2
3	21677	63
2	24273	18
3	25099	39
5	22378	56
4	21558	39
4	21718	17
4	0	0
