11	6433	281
15	12666	272
15	19182	286
17	21242	287
16	26482	286
16	32801	285
19	38839	286
12	41179	283
12	44538	315
11	45511	313
19	39552	280
14	34540	358
12	57329	163
22	31522	291
23	26444	286
10	29602	319
13	45602	397
10	58709	454
6	21100	391
10	20782	284
6	42114	412
5	32462	200
14	33797	460
11	29936	467
6	38639	364
8	56497	453
16	31900	602
13	40982	487
7	52409	646
9	39817	484
16	38291	588
8	33040	60
5	34478	538
15	51601	666
9	39527	463
14	25892	331
6	40460	506
8	36224	319
11	53829	689
15	30087	455
5	31869	432
14	39275	306
8	38199	513
8	42908	499
6	8752	221
10	27550	460
11	38376	443
9	40557	348
6	45750	413
7	44335	379
9	34575	310
8	32060	341
7	46145	229
8	43727	238
11	35498	393
7	33904	365
11	36075	340
9	43730	190
11	42219	420
4	39478	299
7	45233	291
8	38472	218
12	31464	428
7	30757	343
5	47459	338
11	52928	412
15	35473	440
9	57060	294
8	24169	246
17	24629	248
5	24744	186
5	25074	261
7	24125	299
8	24189	179
7	24723	87
