6	1916	84
6	3812	87
8	5706	88
8	6334	91
10	7913	84
11	9791	87
8.9	11768	85
9	12385	85
7	13500	88
8	15474	89
9	16617	84
4	16374	131
7	16043	87
5	17589	34
4	17297	31
4	18609	111
6	17130	39
11	23295	85
6	25570	92
7	24485	73
11	23178	81
7	24817	95
7	26423	69
5	25290	93
5	24711	96
7	25497	116
6	25557	80
7	25049	188
10	23317	100
5	23386	68
5	24583	85
5	24004	71
4	24269	99
7	22836	78
6	24367	103
7	23614	93
10	19853	114
7	24990	95
7	25111	71
6	24773	121
8	24899	45
4	24245	144
6	25370	124
7	24292	121
7	25327	55
5	25135	41
7	24350	115
4	23844	195
5	25497	56
4	24935	37
4	23389	136
7	22082	157
5	19129	74
5	25451	57
6	22422	130
8	23021	80
7	23424	111
4	18316	107
6	23977	38
8	23507	41
5	20865	25
5	24667	9
6	24761	76
6	24344	82
6	24303	41
5	24869	26
7	22264	73
5	23264	58
3	24640	143
2	24575	55
4	17170	114
5	24392	76
6	25872	37
8	25094	180
6	23979	45
6	24736	30
4	25514	18
7	24247	27
6	24813	102
4	23002	62
5	25363	52
5	23623	153
3	24370	64
5	24729	59
4	24444	16
3	2	8
