5	1638	66
7	3113	70
5	4594	73
6	4906	64
8	6294	64
6	7764	65
9	9322	70
7	9793	73
8	10907	69
8	12390	65
7	13933	67
8	14645	69
6	15518	73
5	16909	72
6	18658	65
7	16763	63
5	18324	42
5	21371	69
9	23167	70
7	23989	65
9	23833	59
7	23718	59
8	18534	99
6	24636	90
6	24728	77
8	24790	70
7	25116	90
8	25226	88
7	23995	93
5	24052	74
4	23630	90
6	22642	74
5	24570	84
4	24229	41
7	24710	103
6	21516	46
3	23674	109
7	24761	58
7	24426	45
6	25177	60
10	24924	63
7	24684	51
5	25713	34
5	24054	87
5	24987	98
4	25706	65
6	24919	60
5	24396	128
5	25254	25
5	24597	21
4	25121	6
5	24629	106
8	22801	40
5	24838	29
5	24274	1
7	23019	40
5	24431	19
4	24630	71
5	24298	84
6	23451	121
5	25587	56
8	25361	33
4	23442	20
6	23525	78
4	25538	51
4	26023	22
6	22305	61
3	24741	152
6	25106	26
5	25688	32
4	23398	42
7	24996	36
4	25861	29
5	24140	79
3	21597	27
5	23146	77
3	24022	36
6	24604	2
4	21532	76
8	22324	62
3	24351	33
3	22093	25
3	22413	133
3	23300	19
5	23400	9
4	23889	85
8	23012	69
6	24405	20
4	23927	33
6	23284	23
8	22251	42
6	24213	55
5	23033	2
5	24873	74
8	25560	58
4	25047	19
5	24056	6
4	24156	44
4	23395	53
6	24978	10
4	23907	71
6	21866	20
5	25061	22
6	24925	77
3	26134	46
8	24766	91
4	1	36
4	0	-296338
